data-entity-id,Assessment Name,Relative URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length
4215,Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = N/A
4163,Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
399,Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
400,Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
4164,VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
3459,What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 5
3991,Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4068,Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4183,WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15
4184,WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15
4185,WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,,Approximate Completion Time in minutes = 15
17,Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30
18,Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 22
4166,Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4297,360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,Yes,No,Development & 360,
744,360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,,Approximate Completion Time in minutes = Untimed
